city2,genus,PLACEFIPS,FIPS,STFIPS.x,HOUSEUNITS,POPULATION,ecoprovmajority,NAME.y,fdmed1stmean,fdmedlastmean,frzfremedmean,gddmenmean,logdnsmean,logdtrmean,logdtrdnsmean,mindexmean,phmnxtmpmean,pptmeasmean,pptmenmean,tmpmaxmean,tmpmaxsummean,uselevmean,phzone,ha,ecoprovmaj,xcoord,ycoord,namestate,County,inc_1969,inc_1979,inc_1989,State,Mean.YEAR,Mean.Value,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,coastdat.coast3,canopy,city,small,med,large,state,trait_value.diameter.at.breast.height..1.3.m.,trait_value.leaf.area,trait_value.leaf.dry.mass,trait_value.seed.mass,trait_value.whole.plant.height,OrigValueStr.Leaf.length,OrigValueStr.Leaf.thickness,OrigValueStr.Leaf.width,OrigValueStr.Plant.growth.rate,OrigValueStr.Plant.height.vegetative,OrigValueStr.Plant.lifespan..longevity.,OrigValueStr.Stem.diameter,small_cor,med_cor,large_cor,log_small
MAPLEWOOD MN,abies,2740382,34017,27,15561,39966,222,MAPLEWOOD,277.2857143,122.1428571,155.1428571,2858.714286,189.3478261,3.086956522,180.5217391,0.364494782,-3004.632653,103,812.5,127.6666667,269.9444478,289.0411115,42,4656.80202,222,234299,2447612,RamseyMinnesota,"Ramsey County, MN",28934,31736,31239,Minnesota,1975.961502,211218.5293,72,111,24,11484,287,-158,445,211,-86,211,-86,772,112,21,49,316,70,316,70,1158949.714,0.121519677,MAPLEWOOD,,,,MN,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MARINETTE WI,abies,5549300,8005,55,5464,11054,212,MARINETTE,277,129,148,2322.75,197.3,18.25,163,0.366297036,-2605.888889,109,820.5,120,257.6666565,182.6826347,52,1898.46267,212,657196,2484393,St. JosephIndiana,"St. Joseph County, IN",28235,29442,29316,Indiana,1958.935244,100845.4106,64,115,27,10404,278,-144,422,184,-75,194,-75,795,91,30,30,262,114,260,114,859729.5506,0.225472771,MARINETTE,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MARION ND,abies,3850780,42071,38,81,135,332,MARION,263,136,127,2365.176207,135.9991181,22.50462141,146.5990178,0.242038891,-3263.25,75,520.6223114,116.7630637,272.4793623,464.0884146,41,258.999,332,-179649,2626617,LaMoureNorth Dakota,"LaMoure County, ND",16292,20458,19576,North Dakota,1958.595506,85377.35849,48,133,27,12118,287,-196,483,173,-117,197,-117,498,91,11,61,224,37,221,37,1179896.369,0.005361111,MARION,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MARQUETTE MI,abies,2651900,31095,26,8756,21382,212,MARQUETTE,283.125,133.75,149.375,1815.375,163.9,18.86666667,173.5333333,0.391407558,-2448.03125,147.75,780.375,103,229.7916679,225.2694367,52,2973.30852,212,660147,2646990,PottawattamieIowa,"Pottawattamie County, IA",26639,28369,26034,Iowa,1961.194406,186570.0219,44,114,28,10002,247,-155,402,124,-78,168,-89,792,95,38,23,252,139,227,140,722619.1682,0.445814143,MARQUETTE,,,,MI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MARSHFIELD WI,abies,5549675,8041,55,9516,19279,212,MARSHFIELD,266.3333333,134.1666667,132.1666667,2241,179.7352941,9.352941176,164.9705882,0.421049725,-3034.361111,109.3333333,839.4285714,119.2857143,259.3809422,384.0657318,42,3462.81663,212,460837,2422377,MarathonWisconsin,"Marathon County, WI",21701,29063,26144,Wisconsin,1968.713786,150069.972,56,122,27,10969,272,-169,441,176,-95,189,-95,840,109,23,45,317,82,312,82,1022198.887,0.098737299,MARSHFIELD,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MARTINSVILLE VA,abies,5149784,56009,51,7205,13843,231,MARTINSVILLE,286.4,119.8,166.6,3724.2,182.4642857,2.464285714,166.3214286,0.299245651,-1582.413793,109.8,1176,199.6,296.7333313,265.3272921,71,2848.989,231,1421773,1636198,HenryVirginia,"Henry County, VA",26875,26628,25307,Virginia,1963.287347,119363.6951,133,133,38,7763,304,-41,345,224,46,230,29,1165,119,83,10,322,255,318,260,261437.5259,0.565017845,MARTINSVILLE,,,,VA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MARYLAND HEIGHTS MO,abies,2946586,36103,29,13092,27439,223,MARYLAND HEIGHTS,292.2,102.0666667,190.1333333,4128.266667,119.8166667,36.68333333,143,0.284452973,-2075.177419,94.06666667,996.9285714,185,305.6190491,146.1769115,61,6065.75658,223,475623,1757221,St. CharlesMissouri,"St. Charles County, MO",19424,37549,32482,Missouri,1974.517472,167918.6169,127,121,30,9482,319,-73,392,224,-2,244,-2,962,102,48,19,292,177,268,177,915832.812,0.145868572,MARYLANDHGTS,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MARYVILLE MO,abies,2946640,36111,29,4543,12224,251,MARYVILLE,280,113,167,3334.25,187.7857143,5.142857143,174.3571429,0.330127053,-2564.071429,89,907.75,167,297,331.1821842,52,1522.91412,251,95119,1926061,NodawayMissouri,"Nodaway County, MO",30516,21140,17489,Missouri,1972.946247,151886.209,103,129,30,10296,309,-113,422,209,-39,229,-39,883,111,20,48,332,75,332,75,1160386.605,0.043920552,MARYVILLE,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MAYFLOWER VILLAGE CA,abies,646436,17003,6,1975,5576,261,MAYFLOWER VILLAGE,352.0705641,43.51903348,308.5515306,5518.176616,209,0,142,-0.483060151,68.15074982,27.61889828,422.9040376,252.2598057,301.905574,108.482906,101,176.11932,261,-1997180,1460241,PikeAlabama,"Pike County, AL",17312,16334,14376,Alabama,1958.607955,540859.1976,183,142,54,4016,318,58,260,140,231,238,134,413,89,0,94,250,6,14,229,41969.27635,0.042121367,MAYFLOWER VILL,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MAYNARD IA,abies,1950610,26037,19,239,505,222,MAYNARD,272,128,144,2798.893427,171.6666667,18,228.3333333,0.40879708,-2917.5,98,897.1619578,132.6126807,270.4084476,334.0830946,42,264.17898,222,335283,2204716,FayetteIowa,"Fayette County, IA",20925,24825,20841,Iowa,1961.25,98595.50562,72,119,27,10915,280,-151,431,205,-78,205,-78,877,114,24,45,339,88,339,88,1271367.582,0.05604858,MAYNARD,,,,IA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MAYVILLE ND,abies,3851500,42011,38,872,1829,251,MAYVILLE,267,132,135,2412.5,210.75,4.75,206,0.250744111,-3375.2,84.5,516.5,113,272.5,290.6456086,41,497.27808,251,-100557,2723461,TraillNorth Dakota,"Traill County, ND",22968,25800,19890,North Dakota,1968.051342,111889.4602,43,125,25,12597,282,-209,491,196,-129,196,-129,503,87,12,59,226,42,226,42,1063316.346,0.043804525,MAYVILLE,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MCCOOK NE,abies,3129925,37167,31,3717,7688,331,MCCOOK,276.6666667,121.3333333,155.3333333,3315.666667,199.3846154,7.846153846,198.4615385,0.037043954,-2451.230769,62,546.3333333,181,307.4444478,770.1166848,52,1396.00461,331,-389805,1919380,Red WillowNebraska,"Red Willow County, NE",28282,25604,20419,Nebraska,1959.234846,101836.1582,107,154,35,9604,327,-102,429,206,-16,232,-16,527,87,10,64,256,35,231,35,1277773.825,0.042995038,MCCOOK,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MCVILLE ND,abies,3849580,42081,38,247,349,332,MCVILLE,261,135,126,2234,144.4,18.4,176.4,0.249128687,-3457.608146,64,489,106,267.3333435,447.9242718,32,388.4985,332,-164274,2754140,NelsonNorth Dakota,"Nelson County, ND",27030,19698,17656,North Dakota,1957.396226,75324.67532,41,129,26,12634,283,-209,492,194,-132,194,-132,477,84,10,61,220,38,220,38,1054751.07,0.000756944,MCVILLE,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MEDIAPOLIS IA,abies,1950790,2164,19,680,1674,251,MEDIAPOLIS,286,113,173,3496,190,26.75,253,0.327638566,-2449.57424,96,917,158,288.6666565,246.2133995,52,310.7988,251,403338,2010140,Des MoinesIowa,"Des Moines County, IA",12811,28909,25829,Iowa,1961.217532,111270.0229,101,115,28,10309,300,-109,409,216,-40,227,-40,906,107,28,36,308,109,306,109,1178711.028,0.015562301,MEDIAPOLIS,,,,IA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MEDORA ND,abies,3851900,42045,38,102,132,331,MEDORA,254.4811742,139,115.4811742,2435.226542,151.8729517,10.00136766,174.2108923,0.11984545,-3401.5,70,380,142.4592805,286.7399689,701.1328125,41,95.82963,331,-575123,2680830,BillingsNorth Dakota,"Billings County, ND",27645,33944,14304,North Dakota,1973.225806,242592.5926,64,152,32,10894,305,-165,470,176,-81,202,-81,379,80,8,69,191,28,167,28,1317983.194,0.022651727,MEDORA,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MENASHA WI,abies,5550825,8061,55,7973,17696,222,MENASHA,282,123.25,158.75,2604.75,196.2173913,7.739130435,190.5652174,0.350344772,-2726.888889,105,782.4,123,259.7999939,229.8762127,51,1950.26247,222,602642,2382087,ParkeIndiana,"Parke County, IN",24514,24792,19296,Indiana,1968.446994,143451.7324,71,109,26,10707,278,-141,419,203,-74,203,-74,774,93,27,36,272,94,272,94,975577.9502,0.084045094,MENASHA,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MENOMINEE MI,abies,2653020,31133,26,4456,8783,212,MENOMINEE,277,129,148,2314.8,208.1666667,29.16666667,178.3333333,0.364514619,-2604.714286,109,819.5,120,257.3333282,181,52,1406.36457,212,657540,2488284,MenomineeMichigan,"Menominee County, MI",32465,23786,20624,Michigan,1955.492372,100918.6092,65,114,27,10371,277,-142,419,184,-74,194,-74,791,90,30,30,260,114,258,114,856204.8088,0.166563958,MENOMINEE,,,,MI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MERCED CA,abies,646898,17021,6,27446,81478,262,MERCED,322.5263158,73.94736842,248.5789474,4791.947368,162.9,13.78333333,144.5166667,-0.381569258,-413.1929825,42.89473684,318.3157895,246.3684211,344.5438554,55.41904161,91,6016.54677,262,-2125476,1860265,MercedCalifornia,"Merced County, CA",26021,24574,22238,California,1979.553741,188737.5651,164,153,45,6463,356,23,333,82,246,246,82,317,64,0,83,166,3,3,166,127867.0745,0.000552124,MERCED,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MERCHANTVILLE NJ,abies,3445510,39061,34,1688,3782,232,MERCHANTVILLE,299,106,193,3696,232.4873432,0,123.6015858,0.340152837,-1559.70176,98,1191,183,294.3333435,2,71,155.3994,232,1759735,2076143,CamdenNew Jersey,"Camden County, NJ",16219,30256,31230,New Jersey,1951.230492,243993.135,123,109,31,8649,302,-47,349,233,10,233,10,1128,115,74,12,322,248,322,248,34802.4247,0.294694945,MERCHANTVILLE,,,,NJ,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MERRILL WI,abies,5551250,8043,55,4619,10054,212,MERRILL,262,145,117,1999.333333,188.1,4.2,187.95,0.441113377,-3238.25,103.6666667,825,112,251.9166679,388.5912327,41,2022.78219,212,494337,2482337,BartholomewIndiana,"Bartholomew County, IN",30971,32682,29194,Indiana,1959.749014,100818.6398,51,123,27,11089,269,-180,449,173,-102,186,-102,808,108,23,44,309,83,301,83,954436.0826,0.174489542,MERRILL,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
METUCHEN NJ,abies,3445690,39061,34,5440,14038,221,METUCHEN,293,112,181,3355.563584,222,0,152.25,0.376717448,-1669,108.0972074,1245.009367,171.8018735,285.4738356,30.11087645,71,720.01722,221,1801511,2153690,MiddlesexNew Jersey,"Middlesex County, NJ",19438,38249,36168,New Jersey,1961.472741,443340.1639,112,115,32,8685,297,-62,359,215,-2,223,-2,1206,123,79,12,341,266,327,266,7088.977649,0.28346645,METUCHEN,,,,NJ,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MIAMI SPRINGS FL,abies,1245200,19167,12,5361,14146,411,MIAMI SPRINGS,-1,-1,-1,9500.313647,224.4285714,0,165.2857143,-0.058431329,364.75,123.5526826,1567.5,289.5,323.8333282,2.017595308,102,776.997,411,1583263,439094,PolkIowa,"Polk County, IA",31221,31585,29288,Iowa,1958.839525,333042.568,242,75,45,3121,317,153,164,271,199,279,199,1369,211,48,50,518,160,487,160,10534.7633,0.165289151,MIAMI SPRNGS,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MIDDLETON WI,abies,5551575,8063,55,8565,18673,222,MIDDLETON,277,127.75,149.25,2610.5,155.2173913,13.26086957,165,0.384202011,-2763.347826,95.75,845.25,131.5,266.3333282,288.5937908,51,2328.40101,222,525379,2252534,DaneWisconsin,"Dane County, WI",30692,30680,30610,Wisconsin,1979.585551,326161.6492,76,116,27,10589,283,-139,422,206,-69,206,-69,807,100,26,39,294,92,294,92,1126414.154,0.115021262,MIDDLETON,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MIDLAND TX,abies,4848072,53039,48,44708,128674,315,MIDLAND,312.9166667,88.83333333,224.0833333,5751.5625,138.9119171,32.22797927,140.2487047,-0.479092412,-1177.968085,39.52083333,384.6041667,255.5,344.173612,856.4291833,81,18953.54682,315,-574066,1013354,MartinTexas,"Martin County, TX",26608,27257,18273,Texas,1976.486814,215051.6496,175,155,42,7577,348,-15,363,260,94,270,75,394,71,13,57,162,42,134,43,638137.1047,0.062182684,MIDLAND,,,,TX,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MILLTOWN NJ,abies,3446620,39149,34,2698,7094,232,MILLTOWN,292.0946589,111,181.0946589,3300.04804,219,0,153.3333333,0.376330356,-1749.6,112.2546878,1228.434724,170,284.3333435,20.11909263,71,401.44845,232,1797916,2142296,MiddlesexNew Jersey,"Middlesex County, NJ",20948,38249,36168,New Jersey,1957.368816,371181.3842,113,116,32,8599,296,-61,357,215,-1,222,-1,1176,123,76,13,339,259,326,259,13179.75409,0.222070741,MILLTOWN,,,,NJ,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MILLWOOD WA,abies,5345985,6095,53,793,1987,3330,MILLWOOD,274.6766345,129.3233655,145.3532689,2175.215497,231.5,0,157,-0.004237238,-1921.95843,99.71570163,487.2395688,147.3315481,268,597.3585657,62,189.06927,3330,-1595604,2922891,SpokaneWashington,"Spokane County, WA",20464,26694,25042,Washington,1955.513784,177557.4113,86,123,35,7776,290,-58,348,-6,182,188,-12,514,72,19,39,205,67,80,186,371014.1394,0.032018913,MILLWOOD,,,,WA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MILWAUKEE WI,abies,5553000,8045,55,255569,592535,222,MILWAUKEE,288.7076923,119.8615385,168.8461538,2769.323077,209.4919355,4.818548387,166.4637097,0.331051483,-2391.34413,106.3230769,852.1846154,133.6153846,264.4256404,213.4950906,52,24900.16386,222,649982,2257356,MilwaukeeWisconsin,"Milwaukee County, WI",25491,30367,30515,Wisconsin,1953.512882,141818.8943,83,99,25,10088,278,-114,392,200,-53,208,-53,813,95,30,31,275,115,274,115,1022847.995,0.103172448,MILWAUKEE,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MINDEN NE,abies,3132340,37133,31,1339,2983,332,MINDEN,276.3904803,121.8669934,154.5234869,3500.355054,168.6666667,15.66666667,203,0.116544418,-2512.166667,63.52348692,644.1738806,171.7339868,301.4995106,660.4508197,52,556.84785,332,-249342,1946670,KearneyNebraska,"Kearney County, NE",16541,25752,23903,Nebraska,1959.721386,120387.0968,100,138,32,10099,312,-113,425,205,-32,228,-32,637,104,11,60,289,41,263,41,1256090.988,0.065055105,MINDEN,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MISHAWAKA IN,abies,1849932,24033,18,24088,49806,222,MISHAWAKA,287.9166667,122,165.9166667,3021.083333,187.3404255,4.319148936,180.893617,0.370146612,-2362.604167,126.9166667,992.75,149.9166667,274.7222239,225.2252855,52,4649.03205,222,811289,2116342,St. JosephIndiana,"St. Joseph County, IN",24480,29442,29316,Indiana,1970.116408,120563.884,95,109,28,9609,287,-92,379,148,-19,214,-34,969,101,47,20,286,171,286,175,825274.7087,0.089216585,MISHAWAKA,,,,IN,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MISSOURI CITY TX,abies,4848804,5073,48,23374,72800,255,MISSOURI CITY,341.1578947,51.63157895,289.5263158,7218.789474,142.0952381,25.23809524,161.4761905,0.049000032,-507.0394737,87.63157895,1233,262.5263158,337.3157911,20.05475197,91,7821.7698,255,44796,721057,Fort BendTexas,"Fort Bend County, TX",31128,42882,23189,Texas,1988.480567,192316.6684,203,104,37,6183,334,56,278,263,164,277,118,1154,136,66,22,345,215,335,242,44855.34922,0.145974247,MISSOURI CITY,,,,TX,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MOHALL ND,abies,3853780,42055,38,372,874,332,MOHALL,257,140,117,1916.872241,203.25,10.75,226,0.2084743,-3512,73,440.108541,103,258.8725583,495.6756757,32,279.71892,332,-410001,2874421,BottineauNorth Dakota,"Bottineau County, ND",24912,22067,20683,North Dakota,1962.352025,113613.8614,35,133,27,12293,273,-210,483,162,-133,185,-133,411,75,10,63,193,34,190,34,1064315.1,0.000799742,MOHALL,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MONONA WI,abies,5553675,8045,55,4088,7836,222,MONONA,274.1205885,129.8846104,144.235978,2584.938564,189.7777778,2.111111111,193.8888889,0.379358709,-2734,103.6215962,844,135,269,265.2951965,51,867.64665,222,539724,2247677,DaneWisconsin,"Dane County, WI",26619,30680,30610,Wisconsin,1968.944692,301526.3645,78,117,27,10529,284,-135,419,207,-66,207,-66,807,99,27,38,293,96,293,96,1123464.977,0.155687902,MONONA,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MONTCLAIR CA,abies,648788,17171,6,9911,38806,2620,MONTCLAIR,350.3333333,43.33333333,307,4982.333333,208.0714286,0,152.1428571,-0.468580581,-105.6923077,32,477.3333333,248,307.5555522,313.6945474,101,1429.67448,2620,-1970530,1448900,Los AngelesCalifornia,"Los Angeles County, CA",25356,29410,29127,California,1971.46669,266654.4537,179,155,54,4541,335,51,284,131,235,242,126,408,86,2,87,233,9,17,220,51894.10467,0.0097841,MONTCLAIR,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MONTEREY CA,abies,648872,17197,6,13584,28415,261,MONTEREY,50.14285714,3.428571429,45.85714286,2677,202.7,4.65,171.45,-0.398577422,-46,60.42857143,461.8571429,187.1428571,206.7142879,62.69543147,101,2248.11132,261,-2265845,1815485,MontereyCalifornia,"Monterey County, CA",28401,29589,27233,California,1966.904762,636000.7404,131,94,60,1958,209,53,156,106,149,154,106,443,110,1,96,261,5,17,261,1210.118911,0.241680945,MONTEREY,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MONTEREY PARK CA,abies,648914,17163,6,20850,61696,261,MONTEREY PARK,358,25.5,332.5,5692.75,210.65,1.05,142.25,-0.514020781,167.6190476,29,424.8,250,293.1333374,127.6077243,101,2002.06227,261,-2009839,1455635,Los AngelesCalifornia,"Los Angeles County, CA",30536,29410,29127,California,1965.023185,558597.4444,182,129,54,3756,307,69,238,142,227,234,138,423,94,0,96,263,6,14,239,29603.47905,0.034709715,MONTEREY PARK,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MONTGOMERY IL,abies,1750218,NA,17,6326,19274,251,MONTGOMERY,283.8571429,122,161.8571429,3045.571429,133.5384615,31.19230769,172.8846154,0.350612484,-2490.73913,106.4285714,963.8571429,150.4285714,280.095241,200.8613161,52,2460.4905,251,630064,2105323,KaneIllinois,"Kane County, IL",40080,37036,35091,Illinois,1994.322237,193674.9482,93,116,28,10166,291,-114,405,217,-46,217,-46,927,106,35,30,308,133,308,133,997934.7541,0.043631305,MONTGOMERY,,,,IL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MONTICELLO IA,abies,1953625,26139,19,1839,3795,222,MONTICELLO,275.6,125.6,150,2912.4,130.9333333,30.46666667,175.8,0.384854633,-2794.4375,95,881.4,142.6,277.5999939,257.5032169,51,1647.23364,222,394749,2146681,JonesIowa,"Jones County, IA",22354,27308,21949,Iowa,1961.574986,132704.918,84,122,28,10798,293,-141,434,215,-66,215,-66,881,114,27,41,326,95,326,95,1236613.496,0.060024049,MONTICELLO,,,,IA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
MONTROSE PA,abies,4250736,4025,42,857,1648,211,MONTROSE,274,132,142,2116.193772,213.6666667,0,222,0.469938427,-2462.5,141.5128203,1108.518067,133,252.4918794,497.8367816,52,331.51872,211,1647091,2267326,SusquehannaPennsylvania,"Susquehanna County, PA",18064,23764,22572,Pennsylvania,1946.387941,145575.693,72,110,30,8949,258,-105,363,163,-37,183,-47,1037,102,65,14,298,209,292,210,191805.2314,0.333137838,MONTROSE,,,,PA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
